CVI Map File

Image file path:        c:\FlexiTester.OK\plugins\automat.dll
Timestamp:              6067110A (April 02 2021 12:41:46 GMT)
Preferred base address: 10000000

Rva+Base      Symbol                                        Module
100490B8      _DAQmxResetAIDigFltrLowpassCutoffFreq@8       NIDAQmx_CG.obj
10049110      _DAQmxGetAIDigFltrHighpassCutoffFreq@12       NIDAQmx_CG.obj
10049168      _DAQmxSetAIDigFltrHighpassCutoffFreq@16       NIDAQmx_CG.obj
100491D8      _DAQmxResetAIDigFltrHighpassCutoffFreq@8      NIDAQmx_CG.obj
10049230      _DAQmxGetAIDigFltrBandpassCenterFreq@12       NIDAQmx_CG.obj
10049288      _DAQmxSetAIDigFltrBandpassCenterFreq@16       NIDAQmx_CG.obj
100492F8      _DAQmxResetAIDigFltrBandpassCenterFreq@8      NIDAQmx_CG.obj
10049350      _DAQmxGetAIDigFltrBandpassWidth@12            NIDAQmx_CG.obj
100493A8      _DAQmxSetAIDigFltrBandpassWidth@16            NIDAQmx_CG.obj
10049418      _DAQmxResetAIDigFltrBandpassWidth@8           NIDAQmx_CG.obj
10049470      _DAQmxGetAIDigFltrNotchCenterFreq@12          NIDAQmx_CG.obj
100494C8      _DAQmxSetAIDigFltrNotchCenterFreq@16          NIDAQmx_CG.obj
10049538      _DAQmxResetAIDigFltrNotchCenterFreq@8         NIDAQmx_CG.obj
10049590      _DAQmxGetAIDigFltrNotchWidth@12               NIDAQmx_CG.obj
100495E8      _DAQmxSetAIDigFltrNotchWidth@16               NIDAQmx_CG.obj
10049658      _DAQmxResetAIDigFltrNotchWidth@8              NIDAQmx_CG.obj
100496B0      _DAQmxGetAIDigFltrCoeff@16                    NIDAQmx_CG.obj
10049708      _DAQmxSetAIDigFltrCoeff@16                    NIDAQmx_CG.obj
10049760      _DAQmxResetAIDigFltrCoeff@8                   NIDAQmx_CG.obj
100497B8      _DAQmxGetAIFilterDelay@12                     NIDAQmx_CG.obj
10049840      _DAQmxGetAIFilterDelayUnits@12                NIDAQmx_CG.obj
10049898      _DAQmxSetAIFilterDelayUnits@12                NIDAQmx_CG.obj
100498F0      _DAQmxResetAIFilterDelayUnits@8               NIDAQmx_CG.obj
10049948      _DAQmxGetAIRemoveFilterDelay@12               NIDAQmx_CG.obj
100499A0      _DAQmxSetAIRemoveFilterDelay@12               NIDAQmx_CG.obj
100499F8      _DAQmxResetAIRemoveFilterDelay@8              NIDAQmx_CG.obj
10049A50      _DAQmxGetAIFilterDelayAdjustment@12           NIDAQmx_CG.obj
10049AA8      _DAQmxSetAIFilterDelayAdjustment@16           NIDAQmx_CG.obj
10049B18      _DAQmxResetAIFilterDelayAdjustment@8          NIDAQmx_CG.obj
10049B70      _DAQmxGetAIAveragingWinSize@12                NIDAQmx_CG.obj
10049BC8      _DAQmxSetAIAveragingWinSize@12                NIDAQmx_CG.obj
10049C20      _DAQmxResetAIAveragingWinSize@8               NIDAQmx_CG.obj
10049C78      _DAQmxGetAIResolutionUnits@12                 NIDAQmx_CG.obj
10049CD0      _DAQmxGetAIResolution@12                      NIDAQmx_CG.obj
10049D58      _DAQmxGetAIRawSampSize@12                     NIDAQmx_CG.obj
10049DE0      _DAQmxGetAIRawSampJustification@12            NIDAQmx_CG.obj
10049E38      _DAQmxGetAIADCTimingMode@12                   NIDAQmx_CG.obj
10049EC0      _DAQmxSetAIADCTimingMode@12                   NIDAQmx_CG.obj
10049F48      _DAQmxResetAIADCTimingMode@8                  NIDAQmx_CG.obj
10049FA0      _DAQmxGetAIADCCustomTimingMode@12             NIDAQmx_CG.obj
10049FF8      _DAQmxSetAIADCCustomTimingMode@12             NIDAQmx_CG.obj
1004A050      _DAQmxResetAIADCCustomTimingMode@8            NIDAQmx_CG.obj
1004A0A8      _DAQmxGetAIDitherEnable@12                    NIDAQmx_CG.obj
1004A100      _DAQmxSetAIDitherEnable@12                    NIDAQmx_CG.obj
1004A158      _DAQmxResetAIDitherEnable@8                   NIDAQmx_CG.obj
1004A1B0      _DAQmxGetAIChanCalHasValidCalInfo@12          NIDAQmx_CG.obj
1004A208      _DAQmxGetAIChanCalEnableCal@12                NIDAQmx_CG.obj
1004A260      _DAQmxSetAIChanCalEnableCal@12                NIDAQmx_CG.obj
1004A2B8      _DAQmxResetAIChanCalEnableCal@8               NIDAQmx_CG.obj
1004A310      _DAQmxGetAIChanCalApplyCalIfExp@12            NIDAQmx_CG.obj
1004A368      _DAQmxSetAIChanCalApplyCalIfExp@12            NIDAQmx_CG.obj
1004A3C0      _DAQmxResetAIChanCalApplyCalIfExp@8           NIDAQmx_CG.obj
1004A418      _DAQmxGetAIChanCalScaleType@12                NIDAQmx_CG.obj
1004A470      _DAQmxSetAIChanCalScaleType@12                NIDAQmx_CG.obj
1004A4C8      _DAQmxResetAIChanCalScaleType@8               NIDAQmx_CG.obj
1004A520      _DAQmxGetAIChanCalTablePreScaledVals@16       NIDAQmx_CG.obj
1004A578      _DAQmxSetAIChanCalTablePreScaledVals@16       NIDAQmx_CG.obj
1004A5D0      _DAQmxResetAIChanCalTablePreScaledVals@8      NIDAQmx_CG.obj
1004A628      _DAQmxGetAIChanCalTableScaledVals@16          NIDAQmx_CG.obj
1004A680      _DAQmxSetAIChanCalTableScaledVals@16          NIDAQmx_CG.obj
1004A6D8      _DAQmxResetAIChanCalTableScaledVals@8         NIDAQmx_CG.obj
1004A730      _DAQmxGetAIChanCalPolyForwardCoeff@16         NIDAQmx_CG.obj
1004A788      _DAQmxSetAIChanCalPolyForwardCoeff@16         NIDAQmx_CG.obj
1004A7E0      _DAQmxResetAIChanCalPolyForwardCoeff@8        NIDAQmx_CG.obj
1004A838      _DAQmxGetAIChanCalPolyReverseCoeff@16         NIDAQmx_CG.obj
1004A890      _DAQmxSetAIChanCalPolyReverseCoeff@16         NIDAQmx_CG.obj
1004A8E8      _DAQmxResetAIChanCalPolyReverseCoeff@8        NIDAQmx_CG.obj
1004A940      _DAQmxGetAIChanCalOperatorName@16             NIDAQmx_CG.obj
1004A998      _DAQmxSetAIChanCalOperatorName@12             NIDAQmx_CG.obj
1004A9F0      _DAQmxResetAIChanCalOperatorName@8            NIDAQmx_CG.obj
1004AA48      _DAQmxGetAIChanCalDesc@16                     NIDAQmx_CG.obj
1004AAD0      _DAQmxSetAIChanCalDesc@12                     NIDAQmx_CG.obj
1004AB58      _DAQmxResetAIChanCalDesc@8                    NIDAQmx_CG.obj
1004ABE0      _DAQmxGetAIChanCalVerifRefVals@16             NIDAQmx_CG.obj
1004AC38      _DAQmxSetAIChanCalVerifRefVals@16             NIDAQmx_CG.obj
1004AC90      _DAQmxResetAIChanCalVerifRefVals@8            NIDAQmx_CG.obj
1004ACE8      _DAQmxGetAIChanCalVerifAcqVals@16             NIDAQmx_CG.obj
1004AD40      _DAQmxSetAIChanCalVerifAcqVals@16             NIDAQmx_CG.obj
1004AD98      _DAQmxResetAIChanCalVerifAcqVals@8            NIDAQmx_CG.obj
1004ADF0      _DAQmxGetAIRngHigh@12                         NIDAQmx_CG.obj
1004AE70      _DAQmxSetAIRngHigh@16                         NIDAQmx_CG.obj
1004AF08      _DAQmxResetAIRngHigh@8                        NIDAQmx_CG.obj
1004AF88      _DAQmxGetAIRngLow@12                          NIDAQmx_CG.obj
1004B008      _DAQmxSetAIRngLow@16                          NIDAQmx_CG.obj
1004B0A0      _DAQmxResetAIRngLow@8                         NIDAQmx_CG.obj
1004B128      _DAQmxGetAIDCOffset@12                        NIDAQmx_CG.obj
1004B1B0      _DAQmxSetAIDCOffset@16                        NIDAQmx_CG.obj
1004B258      _DAQmxResetAIDCOffset@8                       NIDAQmx_CG.obj
1004B2E0      _DAQmxGetAIGain@12                            NIDAQmx_CG.obj
1004B360      _DAQmxSetAIGain@16                            NIDAQmx_CG.obj
1004B3F8      _DAQmxResetAIGain@8                           NIDAQmx_CG.obj
1004B478      _DAQmxGetAISampAndHoldEnable@12               NIDAQmx_CG.obj
1004B4D0      _DAQmxSetAISampAndHoldEnable@12               NIDAQmx_CG.obj
1004B528      _DAQmxResetAISampAndHoldEnable@8              NIDAQmx_CG.obj
1004B580      _DAQmxGetAIAutoZeroMode@12                    NIDAQmx_CG.obj
1004B5D8      _DAQmxSetAIAutoZeroMode@12                    NIDAQmx_CG.obj
1004B630      _DAQmxResetAIAutoZeroMode@8                   NIDAQmx_CG.obj
1004B688      _DAQmxGetAIDataXferMech@12                    NIDAQmx_CG.obj
1004B6E0      _DAQmxSetAIDataXferMech@12                    NIDAQmx_CG.obj
1004B738      _DAQmxResetAIDataXferMech@8                   NIDAQmx_CG.obj
1004B790      _DAQmxGetAIDataXferReqCond@12                 NIDAQmx_CG.obj
1004B7E8      _DAQmxSetAIDataXferReqCond@12                 NIDAQmx_CG.obj
1004B840      _DAQmxResetAIDataXferReqCond@8                NIDAQmx_CG.obj
1004B898      _DAQmxGetAIDataXferCustomThreshold@12         NIDAQmx_CG.obj
1004B8F0      _DAQmxSetAIDataXferCustomThreshold@12         NIDAQmx_CG.obj
1004B948      _DAQmxResetAIDataXferCustomThreshold@8        NIDAQmx_CG.obj
1004B9A0      _DAQmxGetAIUsbXferReqSize@12                  NIDAQmx_CG.obj
1004B9F8      _DAQmxSetAIUsbXferReqSize@12                  NIDAQmx_CG.obj
1004BA50      _DAQmxResetAIUsbXferReqSize@8                 NIDAQmx_CG.obj
1004BAA8      _DAQmxGetAIUsbXferReqCount@12                 NIDAQmx_CG.obj
1004BB00      _DAQmxSetAIUsbXferReqCount@12                 NIDAQmx_CG.obj
1004BB58      _DAQmxResetAIUsbXferReqCount@8                NIDAQmx_CG.obj
1004BBB0      _DAQmxGetAIMemMapEnable@12                    NIDAQmx_CG.obj
1004BC08      _DAQmxSetAIMemMapEnable@12                    NIDAQmx_CG.obj
1004BC60      _DAQmxResetAIMemMapEnable@8                   NIDAQmx_CG.obj
1004BCB8      _DAQmxGetAIRawDataCompressionType@12          NIDAQmx_CG.obj
1004BD10      _DAQmxSetAIRawDataCompressionType@12          NIDAQmx_CG.obj
1004BD68      _DAQmxResetAIRawDataCompressionType@8         NIDAQmx_CG.obj
1004BDC0      _DAQmxGetAILossyLSBRemovalCompressedSampSize@12      NIDAQmx_CG.obj
1004BE18      _DAQmxSetAILossyLSBRemovalCompressedSampSize@12      NIDAQmx_CG.obj
1004BE70      _DAQmxResetAILossyLSBRemovalCompressedSampSize@8      NIDAQmx_CG.obj
1004BEC8      _DAQmxGetAIDevScalingCoeff@16                 NIDAQmx_CG.obj
1004BF20      _DAQmxGetAIEnhancedAliasRejectionEnable@12      NIDAQmx_CG.obj
1004BF78      _DAQmxSetAIEnhancedAliasRejectionEnable@12      NIDAQmx_CG.obj
1004BFD0      _DAQmxResetAIEnhancedAliasRejectionEnable@8      NIDAQmx_CG.obj
1004C028      _DAQmxGetAOMax@12                             NIDAQmx_CG.obj
1004C098      _DAQmxSetAOMax@16                             NIDAQmx_CG.obj
1004C120      _DAQmxResetAOMax@8                            NIDAQmx_CG.obj
1004C190      _DAQmxGetAOMin@12                             NIDAQmx_CG.obj
1004C200      _DAQmxSetAOMin@16                             NIDAQmx_CG.obj
1004C288      _DAQmxResetAOMin@8                            NIDAQmx_CG.obj
1004C2F8      _DAQmxGetAOCustomScaleName@16                 NIDAQmx_CG.obj
1004C350      _DAQmxSetAOCustomScaleName@12                 NIDAQmx_CG.obj
1004C3A8      _DAQmxResetAOCustomScaleName@8                NIDAQmx_CG.obj
1004C400      _DAQmxGetAOOutputType@12                      NIDAQmx_CG.obj
1004C488      _DAQmxGetAOVoltageUnits@12                    NIDAQmx_CG.obj
1004C4E0      _DAQmxSetAOVoltageUnits@12                    NIDAQmx_CG.obj
1004C538      _DAQmxResetAOVoltageUnits@8                   NIDAQmx_CG.obj
1004C590      _DAQmxGetAOVoltageCurrentLimit@12             NIDAQmx_CG.obj
1004C5E8      _DAQmxSetAOVoltageCurrentLimit@16             NIDAQmx_CG.obj
1004C658      _DAQmxResetAOVoltageCurrentLimit@8            NIDAQmx_CG.obj
1004C6B0      _DAQmxGetAOCurrentUnits@12                    NIDAQmx_CG.obj
1004C708      _DAQmxSetAOCurrentUnits@12                    NIDAQmx_CG.obj
1004C760      _DAQmxResetAOCurrentUnits@8                   NIDAQmx_CG.obj
1004C7B8      _DAQmxGetAOFuncGenType@12                     NIDAQmx_CG.obj
1004C840      _DAQmxSetAOFuncGenType@12                     NIDAQmx_CG.obj
1004C8C8      _DAQmxResetAOFuncGenType@8                    NIDAQmx_CG.obj
1004C950      _DAQmxGetAOFuncGenFreq@12                     NIDAQmx_CG.obj
1004C9D8      _DAQmxSetAOFuncGenFreq@16                     NIDAQmx_CG.obj
1004CA80      _DAQmxResetAOFuncGenFreq@8                    NIDAQmx_CG.obj
1004CB08      _DAQmxGetAOFuncGenAmplitude@12                NIDAQmx_CG.obj
1004CB60      _DAQmxSetAOFuncGenAmplitude@16                NIDAQmx_CG.obj
1004CBD0      _DAQmxResetAOFuncGenAmplitude@8               NIDAQmx_CG.obj
1004CC28      _DAQmxGetAOFuncGenOffset@12                   NIDAQmx_CG.obj
1004CCB0      _DAQmxSetAOFuncGenOffset@16                   NIDAQmx_CG.obj
1004CD50      _DAQmxResetAOFuncGenOffset@8                  NIDAQmx_CG.obj
1004CDA8      _DAQmxGetAOFuncGenSquareDutyCycle@12          NIDAQmx_CG.obj
1004CE00      _DAQmxSetAOFuncGenSquareDutyCycle@16          NIDAQmx_CG.obj
1004CE70      _DAQmxResetAOFuncGenSquareDutyCycle@8         NIDAQmx_CG.obj
1004CEC8      _DAQmxGetAOFuncGenModulationType@12           NIDAQmx_CG.obj
1004CF20      _DAQmxSetAOFuncGenModulationType@12           NIDAQmx_CG.obj
1004CF78      _DAQmxResetAOFuncGenModulationType@8          NIDAQmx_CG.obj
1004CFD0      _DAQmxGetAOFuncGenFMDeviation@12              NIDAQmx_CG.obj
1004D028      _DAQmxSetAOFuncGenFMDeviation@16              NIDAQmx_CG.obj
1004D098      _DAQmxResetAOFuncGenFMDeviation@8             NIDAQmx_CG.obj
1004D0F0      _DAQmxGetAOOutputImpedance@12                 NIDAQmx_CG.obj
1004D148      _DAQmxSetAOOutputImpedance@16                 NIDAQmx_CG.obj
1004D1B8      _DAQmxResetAOOutputImpedance@8                NIDAQmx_CG.obj
1004D210      _DAQmxGetAOLoadImpedance@12                   NIDAQmx_CG.obj
1004D298      _DAQmxSetAOLoadImpedance@16                   NIDAQmx_CG.obj
1004D338      _DAQmxResetAOLoadImpedance@8                  NIDAQmx_CG.obj
1004D390      _DAQmxGetAOIdleOutputBehavior@12              NIDAQmx_CG.obj
1004D3E8      _DAQmxSetAOIdleOutputBehavior@12              NIDAQmx_CG.obj
1004D440      _DAQmxResetAOIdleOutputBehavior@8             NIDAQmx_CG.obj
1004D498      _DAQmxGetAOTermCfg@12                         NIDAQmx_CG.obj
1004D518      _DAQmxSetAOTermCfg@12                         NIDAQmx_CG.obj
1004D598      _DAQmxResetAOTermCfg@8                        NIDAQmx_CG.obj
1004D618      _DAQmxGetAOResolutionUnits@12                 NIDAQmx_CG.obj
1004D670      _DAQmxSetAOResolutionUnits@12                 NIDAQmx_CG.obj
1004D6C8      _DAQmxResetAOResolutionUnits@8                NIDAQmx_CG.obj
1004D720      _DAQmxGetAOResolution@12                      NIDAQmx_CG.obj
1004D7A8      _DAQmxGetAODACRngHigh@12                      NIDAQmx_CG.obj
1004D830      _DAQmxSetAODACRngHigh@16                      NIDAQmx_CG.obj
1004D8D0      _DAQmxResetAODACRngHigh@8                     NIDAQmx_CG.obj
1004D928      _DAQmxGetAODACRngLow@12                       NIDAQmx_CG.obj
1004D9A8      _DAQmxSetAODACRngLow@16                       NIDAQmx_CG.obj
1004DA40      _DAQmxResetAODACRngLow@8                      NIDAQmx_CG.obj
1004DAC8      _DAQmxGetAODACRefConnToGnd@12                 NIDAQmx_CG.obj
1004DB20      _DAQmxSetAODACRefConnToGnd@12                 NIDAQmx_CG.obj
1004DB78      _DAQmxResetAODACRefConnToGnd@8                NIDAQmx_CG.obj
1004DBD0      _DAQmxGetAODACRefAllowConnToGnd@12            NIDAQmx_CG.obj
1004DC28      _DAQmxSetAODACRefAllowConnToGnd@12            NIDAQmx_CG.obj
1004DC80      _DAQmxResetAODACRefAllowConnToGnd@8           NIDAQmx_CG.obj
1004DCD8      _DAQmxGetAODACRefSrc@12                       NIDAQmx_CG.obj
1004DD58      _DAQmxSetAODACRefSrc@12                       NIDAQmx_CG.obj
1004DDD8      _DAQmxResetAODACRefSrc@8                      NIDAQmx_CG.obj
1004DE60      _DAQmxGetAODACRefExtSrc@16                    NIDAQmx_CG.obj
1004DEB8      _DAQmxSetAODACRefExtSrc@12                    NIDAQmx_CG.obj
1004DF10      _DAQmxResetAODACRefExtSrc@8                   NIDAQmx_CG.obj
1004DF68      _DAQmxGetAODACRefVal@12                       NIDAQmx_CG.obj
1004DFE8      _DAQmxSetAODACRefVal@16                       NIDAQmx_CG.obj
1004E080      _DAQmxResetAODACRefVal@8                      NIDAQmx_CG.obj
1004E108      _DAQmxGetAODACOffsetSrc@12                    NIDAQmx_CG.obj
1004E160      _DAQmxSetAODACOffsetSrc@12                    NIDAQmx_CG.obj
1004E1B8      _DAQmxResetAODACOffsetSrc@8                   NIDAQmx_CG.obj
1004E210      _DAQmxGetAODACOffsetExtSrc@16                 NIDAQmx_CG.obj
1004E268      _DAQmxSetAODACOffsetExtSrc@12                 NIDAQmx_CG.obj
1004E2C0      _DAQmxResetAODACOffsetExtSrc@8                NIDAQmx_CG.obj
1004E318      _DAQmxGetAODACOffsetVal@12                    NIDAQmx_CG.obj
1004E370      _DAQmxSetAODACOffsetVal@16                    NIDAQmx_CG.obj
1004E3E0      _DAQmxResetAODACOffsetVal@8                   NIDAQmx_CG.obj
1004E438      _DAQmxGetAOReglitchEnable@12                  NIDAQmx_CG.obj
1004E490      _DAQmxSetAOReglitchEnable@12                  NIDAQmx_CG.obj
1004E4E8      _DAQmxResetAOReglitchEnable@8                 NIDAQmx_CG.obj
1004E540      _DAQmxGetAOFilterDelay@12                     NIDAQmx_CG.obj
1004E5C8      _DAQmxSetAOFilterDelay@16                     NIDAQmx_CG.obj
1004E670      _DAQmxResetAOFilterDelay@8                    NIDAQmx_CG.obj
1004E6F8      _DAQmxGetAOFilterDelayUnits@12                NIDAQmx_CG.obj
1004E750      _DAQmxSetAOFilterDelayUnits@12                NIDAQmx_CG.obj
1004E7A8      _DAQmxResetAOFilterDelayUnits@8               NIDAQmx_CG.obj
1004E800      _DAQmxGetAOFilterDelayAdjustment@12           NIDAQmx_CG.obj
1004E858      _DAQmxSetAOFilterDelayAdjustment@16           NIDAQmx_CG.obj
1004E8C8      _DAQmxResetAOFilterDelayAdjustment@8          NIDAQmx_CG.obj
1004E920      _DAQmxGetAOGain@12                            NIDAQmx_CG.obj
1004E9A0      _DAQmxSetAOGain@16                            NIDAQmx_CG.obj
1004EA38      _DAQmxResetAOGain@8                           NIDAQmx_CG.obj
1004EAB8      _DAQmxGetAOUseOnlyOnBrdMem@12                 NIDAQmx_CG.obj
1004EB10      _DAQmxSetAOUseOnlyOnBrdMem@12                 NIDAQmx_CG.obj
1004EB68      _DAQmxResetAOUseOnlyOnBrdMem@8                NIDAQmx_CG.obj
1004EBC0      _DAQmxGetAODataXferMech@12                    NIDAQmx_CG.obj
1004EC18      _DAQmxSetAODataXferMech@12                    NIDAQmx_CG.obj
1004EC70      _DAQmxResetAODataXferMech@8                   NIDAQmx_CG.obj
1004ECC8      _DAQmxGetAODataXferReqCond@12                 NIDAQmx_CG.obj
1004ED20      _DAQmxSetAODataXferReqCond@12                 NIDAQmx_CG.obj
1004ED78      _DAQmxResetAODataXferReqCond@8                NIDAQmx_CG.obj
1004EDD0      _DAQmxGetAOUsbXferReqSize@12                  NIDAQmx_CG.obj
1004EE28      _DAQmxSetAOUsbXferReqSize@12                  NIDAQmx_CG.obj
1004EE80      _DAQmxResetAOUsbXferReqSize@8                 NIDAQmx_CG.obj
1004EED8      _DAQmxGetAOUsbXferReqCount@12                 NIDAQmx_CG.obj
1004EF30      _DAQmxSetAOUsbXferReqCount@12                 NIDAQmx_CG.obj
1004EF88      _DAQmxResetAOUsbXferReqCount@8                NIDAQmx_CG.obj
1004EFE0      _DAQmxGetAOMemMapEnable@12                    NIDAQmx_CG.obj
1004F038      _DAQmxSetAOMemMapEnable@12                    NIDAQmx_CG.obj
1004F090      _DAQmxResetAOMemMapEnable@8                   NIDAQmx_CG.obj
1004F0E8      _DAQmxGetAODevScalingCoeff@16                 NIDAQmx_CG.obj
1004F140      _DAQmxGetAOEnhancedImageRejectionEnable@12      NIDAQmx_CG.obj
1004F198      _DAQmxSetAOEnhancedImageRejectionEnable@12      NIDAQmx_CG.obj
1004F1F0      _DAQmxResetAOEnhancedImageRejectionEnable@8      NIDAQmx_CG.obj
1004F248      _DAQmxGetDIInvertLines@12                     NIDAQmx_CG.obj
1004F2D0      _DAQmxSetDIInvertLines@12                     NIDAQmx_CG.obj
1004F358      _DAQmxResetDIInvertLines@8                    NIDAQmx_CG.obj
1004F3E0      _DAQmxGetDINumLines@12                        NIDAQmx_CG.obj
1004F468      _DAQmxGetDIDigFltrEnable@12                   NIDAQmx_CG.obj
1004F4F0      _DAQmxSetDIDigFltrEnable@12                   NIDAQmx_CG.obj
1004F578      _DAQmxResetDIDigFltrEnable@8                  NIDAQmx_CG.obj
1004F5D0      _DAQmxGetDIDigFltrMinPulseWidth@12            NIDAQmx_CG.obj
1004F628      _DAQmxSetDIDigFltrMinPulseWidth@16            NIDAQmx_CG.obj
1004F698      _DAQmxResetDIDigFltrMinPulseWidth@8           NIDAQmx_CG.obj
1004F6F0      _DAQmxGetDIDigFltrEnableBusMode@12            NIDAQmx_CG.obj
1004F748      _DAQmxSetDIDigFltrEnableBusMode@12            NIDAQmx_CG.obj
1004F7A0      _DAQmxResetDIDigFltrEnableBusMode@8           NIDAQmx_CG.obj
1004F7F8      _DAQmxGetDIDigFltrTimebaseSrc@16              NIDAQmx_CG.obj
1004F850      _DAQmxSetDIDigFltrTimebaseSrc@12              NIDAQmx_CG.obj
1004F8A8      _DAQmxResetDIDigFltrTimebaseSrc@8             NIDAQmx_CG.obj
1004F900      _DAQmxGetDIDigFltrTimebaseRate@12             NIDAQmx_CG.obj
1004F958      _DAQmxSetDIDigFltrTimebaseRate@16             NIDAQmx_CG.obj
1004F9C8      _DAQmxResetDIDigFltrTimebaseRate@8            NIDAQmx_CG.obj
1004FA20      _DAQmxGetDIDigSyncEnable@12                   NIDAQmx_CG.obj
1004FAA8      _DAQmxSetDIDigSyncEnable@12                   NIDAQmx_CG.obj
